男,25,本科,城市
女,30,研究生及以上,城市
男,45,大专,农村
女,22,本科,城市
男,60,高中（含中专）,农村
女,28,大专,城市
男,35,初中,农村
女,50,高中（含中专）,农村
男,27,本科,城市
女,32,研究生及以上,城市
男,55,小学,农村
女,29,大专,城市
男,40,高中（含中专）,农村
女,24,本科,城市
男,38,初中,农村
女,42,大专,城市
男,58,小学以下,农村
女,31,本科,城市
男,47,高中（含中专）,农村
女,26,研究生及以上,城市
男,25,本科,城市
女,30,研究生及以上,城市
男,45,大专,农村
女,22,本科,城市
男,18,高中（含中专）,城市
女,35,大专,农村
男,50,初中,农村
女,27,本科,城市
男,60,小学,农村
女,40,高中（含中专）,城市
男,29,研究生及以上,城市
女,42,大专,农村
男,55,初中,农村
女,24,本科,城市
男,33,高中（含中专）,城市
女,48,大专,农村
男,38,本科,城市
女,52,初中,农村
男,26,研究生及以上,城市
女,31,高中（含中专）,城市
男,22,本科,城市
女,35,大专,农村
男,44,高中（含中专）,城市
女,29,研究生及以上,城市
男,56,初中,农村
女,40,本科,城市
男,31,大专,农村
女,25,高中（含中专）,城市
男,63,小学,农村
女,38,本科,城市
男,27,研究生及以上,城市
女,52,初中,农村
男,45,大专,城市
女,33,高中（含中专）,农村
男,59,小学以下,农村
女,24,本科,城市
男,41,研究生及以上,城市
女,37,大专,农村
男,50,高中（含中专）,城市
女,60,小学,农村
男,22,本科,城市
女,35,大专,城市
男,47,高中（含中专）,农村
女,63,初中,农村
男,29,研究生及以上,城市
女,24,本科,城市
男,31,大专,农村
女,45,高中（含中专）,农村
男,58,小学,农村
女,70,小学以下,农村
男,33,本科,城市
女,28,研究生及以上,城市
男,42,大专,城市
女,50,高中（含中专）,农村
男,65,初中,农村
女,26,本科,城市
男,37,大专,城市
女,49,高中（含中专）,农村
男,55,小学,农村
女,68,小学以下,农村
男,25,本科,城市
女,30,研究生及以上,城市
男,45,大专,农村
女,22,本科,城市
男,60,高中（含中专）,农村
女,28,大专,城市
男,35,初中,农村
女,50,高中（含中专）,农村
男,40,本科,城市
女,33,研究生及以上,城市
男,55,小学,农村
女,27,大专,城市
男,38,本科,城市
女,42,高中（含中专）,农村
男,29,大专,城市
女,65,初中,农村
男,31,研究生及以上,城市
女,47,本科,城市
男,52,小学以下,农村
女,24,大专,城市
男,25,本科,城市
女,30,研究生及以上,城市
男,45,大专,农村
女,22,本科,城市
男,60,高中（含中专）,农村
女,35,大专,城市
男,50,初中,农村
女,28,研究生及以上,城市
男,40,本科,城市
女,18,高中（含中专）,城市
男,55,小学,农村
女,42,大专,城市
男,33,本科,城市
女,27,研究生及以上,城市
男,58,初中,农村
女,29,本科,城市
男,47,高中（含中专）,农村
女,37,大专,城市
男,62,小学以下,农村
女,24,本科,城市
男,25,本科,城市
女,30,研究生及以上,城市
男,45,大专,农村
女,22,本科,城市
男,50,高中（含中专）,农村
女,60,初中,农村
男,35,本科,城市
女,28,大专,城市
男,40,高中（含中专）,农村
女,55,小学,农村
男,32,研究生及以上,城市
女,27,本科,城市
男,58,初中,农村
女,42,大专,城市
男,29,高中（含中专）,城市
女,37,本科,城市
男,65,小学以下,农村
女,47,高中（含中专）,农村
男,33,研究生及以上,城市
女,52,大专,农村
男,25,本科,城市
女,30,研究生及以上,城市
男,45,大专,农村
女,22,本科,城市
男,60,高中（含中专）,农村
女,35,大专,城市
男,28,初中,农村
女,40,本科,城市
男,50,小学,农村
女,27,研究生及以上,城市
男,33,高中（含中专）,城市
女,19,大专,城市
男,55,初中,农村
女,47,本科,城市
男,38,高中（含中专）,农村
女,29,大专,城市
男,42,小学以下,农村
女,31,研究生及以上,城市
男,24,本科,城市
女,52,初中,农村
男,25,本科,城市
女,30,研究生及以上,城市
男,45,大专,农村
女,60,高中（含中专）,农村
男,18,高中（含中专）,城市
女,22,本科,城市
男,50,初中,农村
女,35,大专,城市
男,40,本科,城市
女,55,小学,农村
男,28,研究生及以上,城市
女,27,本科,城市
男,32,大专,农村
女,48,高中（含中专）,农村
男,20,高中（含中专）,城市
女,24,本科,城市
男,47,初中,农村
女,37,大专,城市
男,39,本科,城市
女,52,小学,农村
男,25,本科,城市
女,30,研究生及以上,城市
男,45,大专,农村
女,22,本科,城市
男,50,高中（含中专）,农村
女,60,初中,农村
男,28,本科,城市
女,35,大专,城市
男,18,高中（含中专）,城市
女,40,本科,农村
男,55,小学,农村
女,27,研究生及以上,城市
男,32,本科,城市
女,42,大专,农村
男,65,小学以下,农村
女,29,本科,城市
男,37,高中（含中专）,城市
女,52,初中,农村
男,47,大专,城市
女,24,研究生及以上,城市
