female,30,Hispanic or Latino,Bachelor's degree,"$50,000 to $74,999",urban
male,45,White,"Some college, no degree","$75,000 to $99,999",rural
female,35,Black or African American,High school graduate,"$35,000 to $49,999",urban
male,50,Asian,Bachelor's degree,"$100,000 to $149,999",urban
female,28,White,Associate's degree,"$50,000 to $74,999",rural
male,60,White,Graduate or professional degree,"$150,000 to $199,999",urban
female,40,Hispanic or Latino,"Some college, no degree","$35,000 to $49,999",urban
male,22,Black or African American,"Some college, no degree","$25,000 to $34,999",rural
female,33,White,Bachelor's degree,"$75,000 to $99,999",urban
male,55,White,High school graduate,"$50,000 to $74,999",rural
female,29,Asian,Bachelor's degree,"$100,000 to $149,999",urban
male,38,Hispanic or Latino,"Some college, no degree","$50,000 to $74,999",rural
female,42,White,Associate's degree,"$75,000 to $99,999",urban
male,47,Black or African American,High school graduate,"$35,000 to $49,999",urban
female,34,White,Bachelor's degree,"$100,000 to $149,999",rural
male,51,White,Graduate or professional degree,"$150,000 to $199,999",urban
female,31,Hispanic or Latino,"Some college, no degree","$50,000 to $74,999",urban
male,27,Black or African American,"Some college, no degree","$25,000 to $34,999",rural
female,37,White,Bachelor's degree,"$75,000 to $99,999",urban
male,43,White,High school graduate,"$50,000 to $74,999",rural
male,30,White,High school graduate,"$35,000 to $49,999",rural
female,40,Black or African American,Bachelor's degree,"$75,000 to $99,999",urban
male,55,Hispanic or Latino,"Some college, no degree","$50,000 to $74,999",rural
female,20,Asian,Less than 9th grade,"Less than $10,000",urban
male,70,White,Graduate or professional degree,"$100,000 to $149,999",urban
female,45,Black or African American,Associate's degree,"$50,000 to $74,999",rural
male,32,Hispanic or Latino,"Some college, no degree","$35,000 to $49,999",rural
female,28,Asian,Bachelor's degree,"$50,000 to $74,999",urban
male,60,White,High school graduate,"$35,000 to $49,999",rural
female,50,Hispanic or Latino,"Some college, no degree","$50,000 to $74,999",urban
male,22,Black or African American,High school graduate,"$15,000 to $24,999",urban
female,35,Asian,Bachelor's degree,"$50,000 to $74,999",urban
male,48,White,"Some college, no degree","$50,000 to $74,999",rural
female,42,Hispanic or Latino,High school graduate,"$35,000 to $49,999",rural
male,33,Black or African American,"Some college, no degree","$25,000 to $34,999",urban
female,38,Asian,Bachelor's degree,"$50,000 to $74,999",urban
male,58,White,Graduate or professional degree,"$100,000 to $149,999",rural
female,52,Hispanic or Latino,"Some college, no degree","$50,000 to $74,999",urban
male,27,Black or African American,High school graduate,"$15,000 to $24,999",urban
female,65,Asian,"Some college, no degree","$35,000 to $49,999",rural
female,30,Hispanic or Latino,High school graduate,"$25,000 to $34,999",rural
male,40,White,Bachelor's degree,"$75,000 to $99,999",urban
female,50,Black or African American,"Some college, no degree","$50,000 to $74,999",urban
male,35,Asian,Graduate or professional degree,"$100,000 to $149,999",urban
female,28,White,Associate's degree,"$35,000 to $49,999",rural
male,60,Hispanic or Latino,High school graduate,"$50,000 to $74,999",rural
female,45,Black or African American,"Some college, no degree","$35,000 to $49,999",urban
male,55,White,Bachelor's degree,"$100,000 to $149,999",urban
female,33,Asian,"Some college, no degree","$50,000 to $74,999",rural
male,42,White,Graduate or professional degree,"$150,000 to $199,999",urban
female,38,Hispanic or Latino,Associate's degree,"$50,000 to $74,999",rural
male,20,Black or African American,"Some college, no degree","$15,000 to $24,999",urban
female,48,White,Bachelor's degree,"$100,000 to $149,999",urban
male,65,Asian,High school graduate,"$35,000 to $49,999",rural
female,27,Hispanic or Latino,"Some college, no degree","$25,000 to $34,999",rural
male,55,Black or African American,Graduate or professional degree,"$150,000 to $199,999",urban
female,32,White,Associate's degree,"$50,000 to $74,999",rural
male,47,Asian,Bachelor's degree,"$100,000 to $149,999",urban
female,40,Hispanic or Latino,"Some college, no degree","$50,000 to $74,999",rural
male,52,Black or African American,High school graduate,"$35,000 to $49,999",urban
male,32,White,Bachelor's degree,"$50,000 to $74,999",urban
female,45,Black or African American,High school graduate,"$35,000 to $49,999",rural
male,28,Hispanic or Latino,"Some college, no degree","$25,000 to $34,999",urban
female,55,White,Graduate or professional degree,"$100,000 to $149,999",urban
