male,35,White,Bachelor's degree,"$50,000 to $74,999",urban
female,45,Hispanic or Latino,"Some college, no degree","$35,000 to $49,999",urban
male,28,Black or African American,High school graduate,"$25,000 to $34,999",urban
female,50,White,Associate's degree,"$75,000 to $99,999",urban
male,60,White,Graduate or professional degree,"$100,000 to $149,999",rural
female,22,Asian,"Some college, no degree","$15,000 to $24,999",urban
male,40,Hispanic or Latino,Bachelor's degree,"$50,000 to $74,999",urban
female,55,White,Bachelor's degree,"$100,000 to $149,999",rural
male,30,Black or African American,"Some college, no degree","$25,000 to $34,999",urban
female,65,White,High school graduate,"$35,000 to $49,999",rural
male,38,White,"Some college, no degree","$35,000 to $49,999",urban
female,48,Black or African American,Associate's degree,"$50,000 to $74,999",urban
male,32,Hispanic or Latino,Bachelor's degree,"$75,000 to $99,999",urban
female,42,White,"Some college, no degree","$25,000 to $34,999",urban
male,20,Asian,High school graduate,"$10,000 to $14,999",urban
female,52,White,Bachelor's degree,"$100,000 to $149,999",rural
male,27,White,"Some college, no degree","$25,000 to $34,999",urban
female,47,Black or African American,Associate's degree,"$50,000 to $74,999",urban
male,33,White,Bachelor's degree,"$75,000 to $99,999",urban
female,56,Hispanic or Latino,High school graduate,"$35,000 to $49,999",rural
female,32,White,"Some college, no degree","$35,000 to $49,999",urban
male,45,Black or African American,Bachelor's degree,"$75,000 to $99,999",urban
female,23,Hispanic or Latino,High school graduate,"$15,000 to $24,999",rural
male,52,White,Graduate or professional degree,"$100,000 to $149,999",urban
female,38,Asian,"Some college, no degree","$50,000 to $74,999",rural
male,29,White,"Some college, no degree","$35,000 to $49,999",urban
female,61,White,High school graduate,"$25,000 to $34,999",rural
male,42,Black or African American,Associate's degree,"$50,000 to $74,999",urban
female,56,White,Bachelor's degree,"$100,000 to $149,999",rural
male,18,Hispanic or Latino,Less than 9th grade,"Less than $10,000",rural
female,47,White,"Some college, no degree","$35,000 to $49,999",urban
male,33,Asian,"Some college, no degree","$35,000 to $49,999",urban
female,62,White,High school graduate,"$25,000 to $34,999",rural
male,39,White,Bachelor's degree,"$75,000 to $99,999",urban
female,27,Black or African American,"Some college, no degree","$35,000 to $49,999",rural
male,48,White,Graduate or professional degree,"$100,000 to $149,999",urban
female,37,White,Associate's degree,"$50,000 to $74,999",urban
male,30,Hispanic or Latino,High school graduate,"$25,000 to $34,999",rural
female,54,White,Bachelor's degree,"$150,000 to $199,999",urban
male,41,White,"Some college, no degree","$35,000 to $49,999",rural
male,30,White,Bachelor's degree,"$50,000 to $74,999",urban
female,45,Black or African American,High school graduate,"$35,000 to $49,999",rural
male,22,Hispanic or Latino,"Some college, no degree","$25,000 to $34,999",urban
female,55,White,Graduate or professional degree,"$100,000 to $149,999",urban
male,35,Asian,Bachelor's degree,"$75,000 to $99,999",urban
female,40,White,"Some college, no degree","$50,000 to $74,999",rural
male,28,Black or African American,Associate's degree,"$35,000 to $49,999",urban
female,60,White,High school graduate,"$25,000 to $34,999",rural
male,48,Hispanic or Latino,Bachelor's degree,"$75,000 to $99,999",urban
female,20,White,"Some college, no degree","$15,000 to $24,999",urban
male,50,White,High school graduate,"$50,000 to $74,999",rural
female,32,Asian,Bachelor's degree,"$100,000 to $149,999",urban
male,42,White,"Some college, no degree","$35,000 to $49,999",rural
female,38,Black or African American,Associate's degree,"$50,000 to $74,999",urban
male,65,White,Graduate or professional degree,"$150,000 to $199,999",rural
female,55,Hispanic or Latino,High school graduate,"$25,000 to $34,999",rural
male,29,White,"Some college, no degree","$35,000 to $49,999",urban
female,33,Black or African American,Associate's degree,"$50,000 to $74,999",urban
male,47,White,Bachelor's degree,"$100,000 to $149,999",rural
female,25,Asian,"Some college, no degree","$25,000 to $34,999",rural
male,30,White,Bachelor's degree,"$75,000 to $99,999",urban
female,45,Black or African American,High school graduate,"$35,000 to $49,999",rural
female,55,Hispanic or Latino,"Some college, no degree","$50,000 to $74,999",urban
male,40,Asian,Associate's degree,"$100,000 to $149,999",urban
female,28,White,"Some college, no degree","$25,000 to $34,999",rural
male,35,Black or African American,Bachelor's degree,"$50,000 to $74,999",urban
female,60,White,Graduate or professional degree,"$150,000 to $199,999",urban
male,50,Hispanic or Latino,High school graduate,"$50,000 to $74,999",rural
male,29,Two or more races,"Some college, no degree","$35,000 to $49,999",urban
female,38,Native Hawaiian and Other Pacific Islander,Bachelor's degree,"$75,000 to $99,999",urban
female,42,White,Associate's degree,"$50,000 to $74,999",rural
male,48,American Indian and Alaska Native,High school graduate,"$35,000 to $49,999",urban
female,33,Hispanic or Latino,"Some college, no degree","$25,000 to $34,999",rural
male,31,Black or African American,Bachelor's degree,"$75,000 to $99,999",urban
female,27,Asian,"Some college, no degree","$50,000 to $74,999",urban
male,44,White,Graduate or professional degree,"$150,000 to $199,999",urban
female,37,Hispanic or Latino,Associate's degree,"$75,000 to $99,999",rural
male,32,Asian,Bachelor's degree,"$100,000 to $149,999",urban
female,41,White,"Some college, no degree","$35,000 to $49,999",rural
male,49,Black or African American,High school graduate,"$50,000 to $74,999",urban
male,32,White,Bachelor's degree,"$50,000 to $74,999",urban
female,45,Black or African American,High school graduate,"$25,000 to $34,999",rural
male,28,Hispanic or Latino,"Some college, no degree","$35,000 to $49,999",urban
