male,32,White,Bachelor's degree,"$50,000 to $74,999",urban
female,45,Black or African American,High school graduate,"$25,000 to $34,999",urban
male,28,Asian,"Some college, no degree","$35,000 to $49,999",rural
female,63,White,Bachelor's degree,"$75,000 to $99,999",rural
male,56,Hispanic or Latino,Associate's degree,"$50,000 to $74,999",urban
female,40,White,Graduate or professional degree,"$100,000 to $149,999",urban
male,22,Black or African American,"Some college, no degree","$15,000 to $24,999",rural
female,50,White,"Some college, no degree","$35,000 to $49,999",rural
male,37,Asian,Bachelor's degree,"$75,000 to $99,999",urban
female,60,White,High school graduate,"$50,000 to $74,999",urban
male,29,Black or African American,"Some college, no degree","$35,000 to $49,999",rural
female,48,White,Bachelor's degree,"$100,000 to $149,999",urban
male,35,Hispanic or Latino,Associate's degree,"$50,000 to $74,999",rural
female,26,Asian,"Some college, no degree","$35,000 to $49,999",rural
male,55,White,Graduate or professional degree,"$100,000 to $149,999",urban
female,67,White,High school graduate,"$35,000 to $49,999",urban
male,33,Black or African American,"Some college, no degree","$15,000 to $24,999",rural
female,42,White,"Some college, no degree","$35,000 to $49,999",rural
male,38,Asian,Bachelor's degree,"$75,000 to $99,999",urban
female,38,White,Graduate or professional degree,"$100,000 to $149,999",urban
male,30,White,"Some college, no degree","$35,000 to $49,999",urban
female,40,Black or African American,Bachelor's degree,"$50,000 to $74,999",urban
male,20,Hispanic or Latino,High school graduate,"$15,000 to $24,999",urban
female,55,White,Graduate or professional degree,"$100,000 to $149,999",urban
male,45,Asian,"Some college, no degree","$75,000 to $99,999",urban
female,35,American Indian and Alaska Native,Associate's degree,"$35,000 to $49,999",rural
male,60,White,Bachelor's degree,"$100,000 to $149,999",rural
female,28,Black or African American,"Some college, no degree","$25,000 to $34,999",urban
male,50,Hispanic or Latino,High school graduate,"$50,000 to $74,999",urban
female,42,White,"Some college, no degree","$35,000 to $49,999",urban
male,38,Asian,Bachelor's degree,"$75,000 to $99,999",urban
female,48,Hispanic or Latino,High school graduate,"$50,000 to $74,999",rural
male,33,White,Graduate or professional degree,"$100,000 to $149,999",rural
female,25,Black or African American,"Some college, no degree","$25,000 to $34,999",urban
male,27,Asian,High school graduate,"$35,000 to $49,999",urban
female,37,White,Bachelor's degree,"$75,000 to $99,999",rural
male,32,Hispanic or Latino,"Some college, no degree","$50,000 to $74,999",urban
female,47,American Indian and Alaska Native,High school graduate,"$35,000 to $49,999",urban
male,52,White,Graduate or professional degree,"$100,000 to $149,999",urban
female,43,Black or African American,"Some college, no degree","$25,000 to $34,999",rural
female,30,White,Bachelor's degree,"$50,000 to $74,999",urban
male,40,Hispanic or Latino,High school graduate,"$25,000 to $34,999",rural
female,55,Black or African American,"Some college, no degree","$35,000 to $49,999",urban
male,20,Asian,Less than 9th grade,"Less than $10,000",urban
female,65,White,Graduate or professional degree,"$100,000 to $149,999",rural
male,50,White,Bachelor's degree,"$150,000 to $199,999",urban
female,28,Hispanic or Latino,"Some college, no degree","$15,000 to $24,999",rural
male,45,Black or African American,High school graduate,"$35,000 to $49,999",urban
female,33,Asian,Associate's degree,"$75,000 to $99,999",rural
male,60,White,"Some college, no degree","$50,000 to $74,999",urban
female,70,White,High school graduate,"$25,000 to $34,999",rural
male,18,Hispanic or Latino,"9th to 12th grade, no diploma","Less than $10,000",urban
female,48,Black or African American,Bachelor's degree,"$100,000 to $149,999",rural
male,38,Native Hawaiian and Other Pacific Islander,"Some college, no degree","$35,000 to $49,999",urban
female,23,White,Associate's degree,"$50,000 to $74,999",rural
male,58,White,"Some college, no degree","$75,000 to $99,999",urban
female,42,Hispanic or Latino,High school graduate,"$35,000 to $49,999",rural
male,32,Black or African American,Bachelor's degree,"$100,000 to $149,999",urban
female,68,White,Graduate or professional degree,"$150,000 to $199,999",rural
male,25,Asian,"Some college, no degree","$50,000 to $74,999",urban
female,30,Black or African American,Bachelor's degree,"$50,000 to $74,999",urban
male,45,White,High school graduate,"$35,000 to $49,999",rural
female,22,Hispanic or Latino,"Some college, no degree","$15,000 to $24,999",urban
male,55,White,Graduate or professional degree,"$100,000 to $149,999",urban
female,40,Asian,Bachelor's degree,"$75,000 to $99,999",urban
male,18,White,"Some college, no degree","$25,000 to $34,999",rural
female,50,Black or African American,High school graduate,"$35,000 to $49,999",rural
male,38,Hispanic or Latino,Associate's degree,"$50,000 to $74,999",urban
female,28,White,Bachelor's degree,"$50,000 to $74,999",urban
male,65,White,"Some college, no degree","$50,000 to $74,999",rural
female,58,White,High school graduate,"$35,000 to $49,999",rural
male,32,Asian,Bachelor's degree,"$75,000 to $99,999",urban
female,47,Black or African American,"Some college, no degree","$50,000 to $74,999",urban
male,70,White,Graduate or professional degree,"$100,000 to $149,999",rural
female,55,Hispanic or Latino,High school graduate,"$35,000 to $49,999",rural
male,42,White,Bachelor's degree,"$75,000 to $99,999",urban
female,20,White,"Some college, no degree","$25,000 to $34,999",urban
male,60,Black or African American,High school graduate,"$35,000 to $49,999",rural
female,35,Asian,Associate's degree,"$50,000 to $74,999",urban
male,25,Hispanic or Latino,Bachelor's degree,"$50,000 to $74,999",rural
female,43,White,High school graduate,"$25,000 to $34,999",urban
male,32,Hispanic or Latino,Bachelor's degree,"$50,000 to $74,999",urban
female,57,White,"Some college, no degree","$35,000 to $49,999",rural
male,29,Black or African American,Less than 9th grade,"Less than $10,000",rural
male,48,White,"Some college, no degree","$50,000 to $74,999",urban
male,22,Asian,Bachelor's degree,"$35,000 to $49,999",urban
female,65,White,High school graduate,"$15,000 to $24,999",rural
female,40,White,Associate's degree,"$75,000 to $99,999",urban
female,39,Hispanic or Latino,High school graduate,"$25,000 to $34,999",urban
male,51,White,"Some college, no degree","$100,000 to $149,999",rural
female,29,Two or more races,Graduate or professional degree,"$100,000 to $149,999",urban
female,37,White,High school graduate,"$35,000 to $49,999",rural
female,60,White,Bachelor's degree,"$50,000 to $74,999",rural
male,19,White,"Some college, no degree","$15,000 to $24,999",urban
female,28,Asian,"Some college, no degree","$25,000 to $34,999",urban
female,46,Black or African American,High school graduate,"$35,000 to $49,999",rural
male,45,Hispanic or Latino,High school graduate,"$35,000 to $49,999",rural
male,52,White,Graduate or professional degree,"$200,000 or more",urban
female,56,White,Bachelor's degree,"$75,000 to $99,999",rural
female,33,White,"Some college, no degree","$50,000 to $74,999",urban
male,30,White,High school graduate,"$35,000 to $49,999",urban
female,45,Black or African American,Bachelor's degree,"$75,000 to $99,999",rural
male,40,Asian,"Some college, no degree","$50,000 to $74,999",urban
female,28,Hispanic or Latino,Associate's degree,"$25,000 to $34,999",urban
male,35,White,Bachelor's degree,"$100,000 to $149,999",urban
female,50,White,Graduate or professional degree,"$150,000 to $199,999",rural
male,22,Black or African American,"Some college, no degree","$15,000 to $24,999",urban
female,60,White,High school graduate,"$50,000 to $74,999",rural
male,55,White,Graduate or professional degree,"$200,000 or more",urban
female,38,Hispanic or Latino,Bachelor's degree,"$75,000 to $99,999",urban
male,32,Asian,Bachelor's degree,"$100,000 to $149,999",urban
female,48,White,"Some college, no degree","$35,000 to $49,999",rural
male,29,Black or African American,High school graduate,"$25,000 to $34,999",urban
female,42,White,Associate's degree,"$50,000 to $74,999",rural
male,34,Hispanic or Latino,"Some college, no degree","$35,000 to $49,999",urban
female,55,White,Less than 9th grade,"Less than $10,000",rural
male,27,White,"Some college, no degree","$35,000 to $49,999",urban
female,44,White,Bachelor's degree,"$75,000 to $99,999",rural
male,33,Black or African American,Associate's degree,"$50,000 to $74,999",urban
female,52,White,High school graduate,"$35,000 to $49,999",rural
female,30,White,Bachelor's degree,"$50,000 to $74,999",urban
male,45,Black or African American,High school graduate,"$35,000 to $49,999",rural
female,22,Hispanic or Latino,"Some college, no degree","$15,000 to $24,999",urban
male,50,White,Graduate or professional degree,"$100,000 to $149,999",urban
female,40,Asian,Associate's degree,"$75,000 to $99,999",urban
male,28,Black or African American,"Some college, no degree","$25,000 to $34,999",rural
female,60,White,High school graduate,"$50,000 to $74,999",rural
male,35,Hispanic or Latino,Bachelor's degree,"$75,000 to $99,999",urban
female,55,White,"Some college, no degree","$35,000 to $49,999",urban
male,48,Black or African American,"Some college, no degree","$50,000 to $74,999",rural
female,32,White,Bachelor's degree,"$100,000 to $149,999",urban
male,29,Hispanic or Latino,High school graduate,"$25,000 to $34,999",rural
female,42,Black or African American,Associate's degree,"$75,000 to $99,999",urban
male,38,White,Graduate or professional degree,"$150,000 to $199,999",urban
female,33,Asian,"Some college, no degree","$35,000 to $49,999",urban
male,27,Hispanic or Latino,"Some college, no degree","$50,000 to $74,999",rural
female,44,White,High school graduate,"$35,000 to $49,999",urban
male,31,Black or African American,Bachelor's degree,"$75,000 to $99,999",urban
female,25,Hispanic or Latino,"Some college, no degree","$25,000 to $34,999",rural
male,47,White,Graduate or professional degree,"$150,000 to $199,999",rural
female,32,White,High school graduate,"$35,000 to $49,999",rural
