female,42,Hispanic or Latino,High school graduate,"$25,000 to $34,999",rural
male,35,White,"Some college, no degree","$50,000 to $74,999",urban
female,55,Black or African American,Bachelor's degree,"$75,000 to $99,999",urban
male,28,Asian,Associate's degree,"$35,000 to $49,999",urban
female,50,White,"Some college, no degree","$50,000 to $74,999",rural
male,45,Hispanic or Latino,High school graduate,"$35,000 to $49,999",rural
female,38,White,Bachelor's degree,"$75,000 to $99,999",urban
male,40,Black or African American,"Some college, no degree","$25,000 to $34,999",urban
female,60,White,Graduate or professional degree,"$100,000 to $149,999",urban
male,32,Hispanic or Latino,Bachelor's degree,"$50,000 to $74,999",rural
female,49,White,"Some college, no degree","$35,000 to $49,999",rural
male,23,Asian,High school graduate,"$15,000 to $24,999",urban
female,31,Black or African American,"Some college, no degree","$25,000 to $34,999",rural
male,52,White,Bachelor's degree,"$100,000 to $149,999",rural
female,47,Hispanic or Latino,Associate's degree,"$50,000 to $74,999",urban
male,33,White,"Some college, no degree","$35,000 to $49,999",rural
female,41,Black or African American,High school graduate,"$25,000 to $34,999",urban
male,36,White,Bachelor's degree,"$75,000 to $99,999",rural
female,59,Hispanic or Latino,"Some college, no degree","$35,000 to $49,999",urban
male,29,White,Graduate or professional degree,"$100,000 to $149,999",urban
female,30,White,"Some college, no degree","$35,000 to $49,999",urban
male,40,Black or African American,High school graduate,"$50,000 to $74,999",urban
female,22,Hispanic or Latino,Bachelor's degree,"$25,000 to $34,999",rural
male,50,Asian,Graduate or professional degree,"$100,000 to $149,999",urban
female,60,White,High school graduate,"$75,000 to $99,999",rural
male,18,Black or African American,Less than 9th grade,"Less than $10,000",rural
female,35,Hispanic or Latino,"Some college, no degree","$50,000 to $74,999",urban
male,55,White,"Some college, no degree","$35,000 to $49,999",rural
female,28,Asian,Associate's degree,"$50,000 to $74,999",urban
male,45,White,Bachelor's degree,"$100,000 to $149,999",urban
female,32,Black or African American,"Some college, no degree","$25,000 to $34,999",rural
male,48,Hispanic or Latino,High school graduate,"$35,000 to $49,999",urban
female,42,White,"Some college, no degree","$50,000 to $74,999",rural
male,20,Asian,"Some college, no degree","$15,000 to $24,999",urban
female,38,Black or African American,Bachelor's degree,"$50,000 to $74,999",rural
male,58,White,High school graduate,"$75,000 to $99,999",urban
female,26,Hispanic or Latino,"Some college, no degree","$25,000 to $34,999",rural
male,52,White,Bachelor's degree,"$100,000 to $149,999",urban
female,36,Asian,Associate's degree,"$50,000 to $74,999",rural
male,44,Black or African American,"Some college, no degree","$35,000 to $49,999",urban
male,27,White,Bachelor's degree,"$50,000 to $74,999",urban
female,35,Black or African American,"Some college, no degree","$35,000 to $49,999",urban
male,40,Hispanic or Latino,High school graduate,"$25,000 to $34,999",rural
female,22,Asian,Associate's degree,"$15,000 to $24,999",urban
male,55,White,"Some college, no degree","$75,000 to $99,999",urban
female,30,Native Hawaiian and Other Pacific Islander,Bachelor's degree,"$50,000 to $74,999",rural
male,45,Black or African American,High school graduate,"$35,000 to $49,999",urban
female,50,White,Graduate or professional degree,"$100,000 to $149,999",urban
female,18,Hispanic or Latino,"Some college, no degree","$10,000 to $14,999",rural
male,60,White,Bachelor's degree,"$100,000 to $149,999",rural
male,29,Asian,"Some college, no degree","$35,000 to $49,999",urban
female,31,Black or African American,High school graduate,"$25,000 to $34,999",urban
male,38,White,"Some college, no degree","$50,000 to $74,999",rural
female,26,Hispanic or Latino,Bachelor's degree,"$35,000 to $49,999",urban
male,42,Asian,High school graduate,"$25,000 to $34,999",rural
female,55,White,Graduate or professional degree,"$150,000 to $199,999",urban
female,20,Black or African American,"Some college, no degree","$15,000 to $24,999",urban
male,48,White,Associate's degree,"$75,000 to $99,999",rural
female,33,Hispanic or Latino,Bachelor's degree,"$50,000 to $74,999",urban
male,52,Black or African American,"Some college, no degree","$50,000 to $74,999",rural
male,30,White,Bachelor's degree,"$50,000 to $74,999",urban
female,40,Black or African American,High school graduate,"$25,000 to $34,999",rural
male,50,Hispanic or Latino,"Some college, no degree","$35,000 to $49,999",urban
female,28,Asian,Associate's degree,"$50,000 to $74,999",urban
male,65,White,Graduate or professional degree,"$100,000 to $149,999",urban
female,22,Black or African American,"Some college, no degree","$10,000 to $14,999",rural
male,45,White,Bachelor's degree,"$75,000 to $99,999",urban
female,55,Hispanic or Latino,High school graduate,"$35,000 to $49,999",rural
male,38,Asian,"Some college, no degree","$50,000 to $74,999",urban
female,32,White,Associate's degree,"$25,000 to $34,999",urban
male,60,Black or African American,Bachelor's degree,"$100,000 to $149,999",urban
female,42,Hispanic or Latino,High school graduate,"$15,000 to $24,999",rural
male,26,White,"Some college, no degree","$35,000 to $49,999",urban
female,48,Black or African American,Bachelor's degree,"$75,000 to $99,999",rural
male,35,Asian,"Some college, no degree","$50,000 to $74,999",urban
female,52,White,High school graduate,"$35,000 to $49,999",rural
male,29,Hispanic or Latino,Associate's degree,"$50,000 to $74,999",urban
female,44,Black or African American,"Some college, no degree","$25,000 to $34,999",rural
male,58,White,High school graduate,"$75,000 to $99,999",urban
female,34,Hispanic or Latino,"Some college, no degree","$35,000 to $49,999",urban
male,30,White,Bachelor's degree,"$50,000 to $74,999",urban
female,45,Black or African American,"Some college, no degree","$35,000 to $49,999",rural
male,20,Hispanic or Latino,High school graduate,"$15,000 to $24,999",urban
female,55,White,Graduate or professional degree,"$100,000 to $149,999",urban
male,40,Asian,Bachelor's degree,"$75,000 to $99,999",rural
female,28,Two or more races,Associate's degree,"$25,000 to $34,999",urban
male,50,Native Hawaiian and Other Pacific Islander,High school graduate,"$35,000 to $49,999",rural
female,35,White,"Some college, no degree","$50,000 to $74,999",urban
male,60,Black or African American,Bachelor's degree,"$100,000 to $149,999",urban
female,22,Hispanic or Latino,"Some college, no degree","$15,000 to $24,999",urban
male,32,White,High school graduate,"$35,000 to $49,999",rural
female,48,Asian,Bachelor's degree,"$75,000 to $99,999",urban
male,19,Black or African American,"Some college, no degree","$15,000 to $24,999",urban
female,42,Hispanic or Latino,Graduate or professional degree,"$100,000 to $149,999",rural
male,58,White,Bachelor's degree,"$75,000 to $99,999",urban
female,38,Asian,"Some college, no degree","$50,000 to $74,999",urban
male,27,Two or more races,High school graduate,"$25,000 to $34,999",rural
female,47,Native Hawaiian and Other Pacific Islander,Bachelor's degree,"$75,000 to $99,999",urban
male,29,Black or African American,"Some college, no degree","$35,000 to $49,999",rural
female,25,Hispanic or Latino,Associate's degree,"$25,000 to $34,999",urban
male,30,White,High school graduate,"$35,000 to $49,999",urban
female,40,Black or African American,Bachelor's degree,"$50,000 to $74,999",urban
male,50,Hispanic or Latino,"Some college, no degree","$25,000 to $34,999",rural
female,22,Asian,Associate's degree,"$15,000 to $24,999",urban
male,65,White,Graduate or professional degree,"$100,000 to $149,999",urban
female,18,Two or more races,High school graduate,"$10,000 to $14,999",rural
male,35,Black or African American,"Some college, no degree","$35,000 to $49,999",urban
female,55,White,Bachelor's degree,"$75,000 to $99,999",rural
male,45,Asian,"Some college, no degree","$50,000 to $74,999",urban
female,28,Hispanic or Latino,High school graduate,"$25,000 to $34,999",urban
male,60,White,"Some college, no degree","$35,000 to $49,999",rural
female,49,Black or African American,Bachelor's degree,"$100,000 to $149,999",urban
male,33,Hispanic or Latino,Associate's degree,"$50,000 to $74,999",urban
female,27,Asian,High school graduate,"$25,000 to $34,999",rural
male,43,White,Graduate or professional degree,"$150,000 to $199,999",urban
female,39,Two or more races,"Some college, no degree","$35,000 to $49,999",urban
male,52,Black or African American,High school graduate,"$50,000 to $74,999",rural
female,41,Hispanic or Latino,Bachelor's degree,"$100,000 to $149,999",urban
male,48,Asian,"Some college, no degree","$35,000 to $49,999",urban
female,32,White,Graduate or professional degree,"$150,000 to $199,999",rural
male,35,White,Bachelor's degree,"$50,000 to $74,999",urban
female,42,Black or African American,"Some college, no degree","$35,000 to $49,999",urban
male,28,Hispanic or Latino,High school graduate,"$25,000 to $34,999",rural
female,55,White,Graduate or professional degree,"$100,000 to $149,999",urban
male,48,Asian,Bachelor's degree,"$100,000 to $149,999",urban
female,19,White,"Some college, no degree","$15,000 to $24,999",rural
male,65,White,High school graduate,"$50,000 to $74,999",rural
female,30,Hispanic or Latino,Associate's degree,"$35,000 to $49,999",urban
male,40,Black or African American,"Some college, no degree","$35,000 to $49,999",urban
female,50,White,Bachelor's degree,"$75,000 to $99,999",urban
male,63,White,High school graduate,"$50,000 to $74,999",rural
female,22,Asian,"Some college, no degree","$25,000 to $34,999",urban
male,45,White,Bachelor's degree,"$75,000 to $99,999",rural
female,34,Hispanic or Latino,High school graduate,"$35,000 to $49,999",urban
male,60,White,Graduate or professional degree,"$100,000 to $149,999",rural
female,27,Black or African American,"Some college, no degree","$25,000 to $34,999",rural
male,50,White,Bachelor's degree,"$75,000 to $99,999",urban
female,33,Hispanic or Latino,High school graduate,"$35,000 to $49,999",rural
male,55,White,Graduate or professional degree,"$100,000 to $149,999",urban
female,24,Black or African American,"Some college, no degree","$25,000 to $34,999",rural
male,28,White,"Some college, no degree","$35,000 to $49,999",rural
female,35,Hispanic or Latino,High school graduate,"$25,000 to $34,999",urban
female,45,Black or African American,Bachelor's degree,"$50,000 to $74,999",urban
male,22,Asian,"Some college, no degree","$15,000 to $24,999",rural
male,40,White,Graduate or professional degree,"$100,000 to $149,999",urban
female,50,White,High school graduate,"$50,000 to $74,999",rural
male,60,White,Less than 9th grade,"Less than $10,000",rural
female,68,White,Associate's degree,"$75,000 to $99,999",urban
female,30,Hispanic or Latino,"Some college, no degree","$35,000 to $49,999",urban
male,58,Black or African American,Bachelor's degree,"$100,000 to $149,999",urban
male,26,White,"Some college, no degree","$25,000 to $34,999",rural
female,42,Asian,Graduate or professional degree,"$150,000 to $199,999",urban
female,32,White,"Some college, no degree","$35,000 to $49,999",rural
male,48,Hispanic or Latino,High school graduate,"$50,000 to $74,999",urban
male,55,White,Bachelor's degree,"$75,000 to $99,999",urban
female,20,Asian,"Some college, no degree","$15,000 to $24,999",rural
female,38,White,Associate's degree,"$50,000 to $74,999",urban
male,70,White,Less than 9th grade,"Less than $10,000",rural
female,47,Black or African American,"Some college, no degree","$35,000 to $49,999",rural
male,52,White,Bachelor's degree,"$75,000 to $99,999",urban
male,30,White,High school graduate,"$35,000 to $49,999",urban
female,45,Black or African American,Bachelor's degree,"$50,000 to $74,999",rural
female,55,Hispanic or Latino,"Some college, no degree","$25,000 to $34,999",urban
male,40,Asian,Associate's degree,"$75,000 to $99,999",urban
female,28,White,Bachelor's degree,"$50,000 to $74,999",urban
male,65,White,Graduate or professional degree,"$150,000 to $199,999",rural
female,20,Black or African American,"Some college, no degree","$15,000 to $24,999",urban
male,50,Hispanic or Latino,High school graduate,"$35,000 to $49,999",rural
female,35,Asian,Bachelor's degree,"$75,000 to $99,999",urban
male,60,White,"Some college, no degree","$50,000 to $74,999",rural
female,18,Black or African American,High school graduate,"$10,000 to $14,999",urban
male,32,Hispanic or Latino,Bachelor's degree,"$75,000 to $99,999",urban
male,42,White,High school graduate,"$35,000 to $49,999",rural
female,48,Asian,"Some college, no degree","$35,000 to $49,999",urban
female,38,Black or African American,Bachelor's degree,"$75,000 to $99,999",urban
male,55,Hispanic or Latino,"Some college, no degree","$50,000 to $74,999",rural
female,44,White,Bachelor's degree,"$75,000 to $99,999",urban
male,33,Black or African American,High school graduate,"$25,000 to $34,999",urban
female,27,Asian,"Some college, no degree","$35,000 to $49,999",urban
male,57,White,Associate's degree,"$75,000 to $99,999",rural
female,45,Black or African American,High school graduate,"$25,000 to $34,999",urban
male,30,White,Bachelor's degree,"$50,000 to $74,999",urban
female,55,Hispanic or Latino,"Some college, no degree","$35,000 to $49,999",rural
male,40,Asian,Associate's degree,"$75,000 to $99,999",urban
female,70,White,Graduate or professional degree,"$100,000 to $149,999",urban
male,20,Two or more races,"Some college, no degree","$15,000 to $24,999",rural
female,35,Native Hawaiian and Other Pacific Islander,High school graduate,"Less than $10,000",rural
male,50,Black or African American,Bachelor's degree,"$75,000 to $99,999",urban
female,60,White,Bachelor's degree,"$150,000 to $199,999",urban
male,28,Hispanic or Latino,"Some college, no degree","$35,000 to $49,999",urban
female,42,Asian,Graduate or professional degree,"$200,000 or more",urban
male,48,White,"Some college, no degree","$50,000 to $74,999",rural
female,77,Black or African American,High school graduate,"$25,000 to $34,999",rural
male,33,Hispanic or Latino,Bachelor's degree,"$75,000 to $99,999",urban
female,39,White,Associate's degree,"$50,000 to $74,999",rural
male,53,Asian,High school graduate,"$35,000 to $49,999",urban
female,65,Black or African American,"Some college, no degree","$25,000 to $34,999",rural
male,58,White,Graduate or professional degree,"$100,000 to $149,999",urban
female,22,Hispanic or Latino,"Some college, no degree","$15,000 to $24,999",urban
male,43,American Indian and Alaska Native,Bachelor's degree,"$75,000 to $99,999",rural
